timestamp,consent,a_1_student_id,a_2_gender,a_3_class_group,b_1_i_enjoyed_the_course,b_2_classes_started_and_ended_on_time,b_3_participative_learning_environment,b_4_subject_content_delivered_according_to_course_outline_and_my_expectations,b_5_topics_were_clear_and_logically_developed,b_6_developed_my_oral_and_writing_skills,b_7_developed_my_reflective_and_critical_reasoning_skills,b_8_the_assessment_methods_assisted_me_to_learn,b_9_received_relevant_feedback,b_10_read_recommended_readings_and_notes,b_11_used_the_elearning_material_posted,c_1_principles_of_business_intelligence_and_the_dataops_philosophy,c_2_data_engineering_and_data_analytics,c_3_dashboarding_for_business-facing_and_customer-facing_analytics,c_4_regression_and_classification,c_5_clustering_and_association_rule_mining,c_6_serving_ml_models_through_a_restish_api_using_flask_in_python,c_7_time-series_analysis_time-series_forecasting_and_neural_networks,c_8_natural_language_processing,d_1_python_as_a_programming_language,d_2_vs_code_and_pycharm_for_coding_in_python,d_3_r_as_a_programming_language,d_4_r_studio_for_coding_in_r,d_5_jupyter_notebook_for_documenting_data_analytics_and_predictive_modelling_workflows,d_6_git_and_github,d_7_docker_for_containerization,d_8_power_bi_for_data_visualization,d_9_dbeaver_and_datagrip_for_data_management,d_10_postman_for_api_testing,d_11_flask_and_gunicorn_for_serving_ml_models,d_12_joblib_for_serialization_and_deserialization_of_models_as_pickle_files,d_13_slack_for_casual_communication_with_a_data_team,e_1_group_work,e_2_quizzes_at_the_end_of_each_module,e_3_lab_manuals,e_4_required_lab_work_submissions_at_the_end_of_each_module,e_5_labs_that_require_you_to_use_git_to_work_in_a_team_as_opposed_to_working_alone,e_6_labs_that_have_hidden_bonus_marks_or_advanced_level_submissions_for_extra_marks_in_addition_to_the_baseline,e_7_supplementary_videos_to_watch_as_an_additional_explanation_of_a_topic,e_8_supplementary_content_to_read,e_9_lecture_slides_used_during_the_class,e_10_lecture_notes_on_some_of_the_lecture_slides,e_11_the_quality_of_the_lectures_given,e_12_the_separation_of_theory_during_virtual_classes_and_practicals_during_in-person_classes,f_1_In_your_opinion_which_topics_(if_any)_should_be_added_to_the_Business_Intelligence_I_and_II_curriculum,f_2_In_your_opinion_which_topics_(if_any)_should_be_removed_from_the_Business_Intelligence_I_and_II_curriculum,f_3_Write_at_least_two_things_you_liked_about_the_teaching_and_learning_in_this_course,f_4_Write_at_least_one_recommendation_to_improve_the_teaching_and_learning_in_this_course_(for_future_classes),average_course_evaluation_rating,sentiment,average_level_of_learning_attained_rating,average_level_of_skills_and_competencies_rating,average_pedagogical_strategy_effectiveness_rating,absenteeism_percentage,text,clean_text,dominant_topic,topic_probability,topic_label
06-11-25 8:34,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",30,Female,Group A,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,4,4,2,5,5,4,4,5,5,3,4,3,4,4,5,5,4,5,5,5,5,5,4,4,5,4,5,5,I think that neural networks should be a topic on its own to be explored more in-depth.,,"The course is very well structured and follows a logical flow from the BI 1 and BI 2. All steps outlined in KDD are covered throughout the course, and I have learnt a lot about data pipeline, pre-processing, training and deploying models. I think that every topic was explained in-depth, which helped me gain understanding about concepts that I would not have been able to achieve if I worked independently. I also enjoyed the lab tasks as they helped me understand the concepts more practically and enhanced the way I approached different problems. The lecturer is also very organised, in terms of both notes and assigning coursework, and knowledgeable, which I think enhanced the learning experience overall.","In my opinion, more labs should be assigned to individuals (or slightly smaller groups) if possible. I think this will help learners in future classes be a little more independent and learn more from the labs.",4.9091,positive,4.25,4.3077,4.6667,9.09,"The course is very well structured and follows a logical flow from the BI 1 and BI 2. All steps outlined in KDD are covered throughout the course, and I have learnt a lot about data pipeline, pre-processing, training and deploying models. I think that every topic was explained in-depth, which helped me gain understanding about concepts that I would not have been able to achieve if I worked independently. I also enjoyed the lab tasks as they helped me understand the concepts more practically and enhanced the way I approached different problems. The lecturer is also very organised, in terms of both notes and assigning coursework, and knowledgeable, which I think enhanced the learning experience overall. In my opinion, more labs should be assigned to individuals (or slightly smaller groups) if possible. I think this will help learners in future classes be a little more independent and learn more from the labs.",course well structured follows logical flow bi bi steps outlined kdd covered throughout course learnt lot data pipeline pre processing training deploying models think every topic explained depth helped gain understanding concepts would not able achieve worked independently also enjoyed lab tasks helped understand concepts practically enhanced way approached different problems lecturer also organised terms notes assigning coursework knowledgeable think enhanced learning experience overall opinion labs assigned individuals slightly smaller groups possible think help learners future classes little independent learn labs,0,0.9851659633630012,Course Content & Structure
06-11-25 8:35,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",31,Female,Group A,5,5,3,5,5,3,3,5,5,5,5,3,5,4,5,5,5,5,5,3,5,1,2,4,4,4,3,1,2,4,4,3,3,4,3,3,5,3,2,1,5,5,5,5,,,"The modules made sense and there was a logical flow of ideas. I most especially enjoyed the Module on TIme series, Association Rule Mining and Natural Language Processing.","In my opinion, when the lecturer is teaching he makes everything sound very important(i dont know if this makes sense, also not necessarily a negative thing) .I often end the class feeling overwhelmed and drained. I am not sure on what recommendations to give on this.

In addition, I was having a hard time doing the lab work. I suggest that maybe more explanations during class on how to do the lab work and have an example.",4.4545,neutral,4.625,3.0769,3.6667,4.55,"The modules made sense and there was a logical flow of ideas. I most especially enjoyed the Module on TIme series, Association Rule Mining and Natural Language Processing. In my opinion, when the lecturer is teaching he makes everything sound very important(i dont know if this makes sense, also not necessarily a negative thing) .I often end the class feeling overwhelmed and drained. I am not sure on what recommendations to give on this.

In addition, I was having a hard time doing the lab work. I suggest that maybe more explanations during class on how to do the lab work and have an example.",modules made sense logical flow ideas especially enjoyed module time series association rule mining natural language processing opinion lecturer teaching makes everything sound important dont know makes sense also not necessarily negative thing often end class feeling overwhelmed drained not sure recommendations give addition hard time lab work suggest maybe explanations class lab work example,3,0.8972479435221925,Learning Resources & Materials
06-11-25 8:36,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",32,Female,Group A,4,5,5,4,5,4,5,4,5,4,5,5,5,3,3,4,3,5,4,3,5,4,3,5,4,4,3,5,4,4,4,3,4,5,5,5,4,4,3,4,5,5,5,4,none,all the topics are relevant,it was engaging with the use of labs,none,4.5455,neutral,4.0,3.9231,4.4167,9.09,it was engaging with the use of labs none,engaging use labs none,4,0.5496882030238633,Assessments & Feedback
06-11-25 8:36,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",33,Male,Group A,4,5,4,5,4,3,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,3,2,2,4,3,3,3,4,3,2,2,4,4,4,4,4,4,3,2,4,4,4,4,,,"1. The in depth lectures where the theory lessons translated into practical examples which were demonstrated through the labs.
2. Writing the reflective journals after each module helped solidify the concepts learnt",Implementation of more catch up sessions where the lecturer guides us more through the labs,4.0909,neutral,3.75,3.0,3.75,22.73,"1. The in depth lectures where the theory lessons translated into practical examples which were demonstrated through the labs.
2. Writing the reflective journals after each module helped solidify the concepts learnt Implementation of more catch up sessions where the lecturer guides us more through the labs",depth lectures theory lessons translated practical examples demonstrated labs writing reflective journals module helped solidify concepts learnt implementation catch sessions lecturer guides us labs,2,0.4987274627871996,Practical Labs & Hands-on Learning
06-11-25 8:36,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",34,Male,Group A,5,5,4,4,4,5,5,4,5,4,5,4,4,4,4,4,4,5,4,4,4,5,4,4,4,5,4,4,5,5,4,5,5,4,5,5,4,4,5,5,5,5,4,4,THe R stack,none,"The labs and projects really help me grasp the content
The lecturer is very patient and understanding",More Labs,4.5455,neutral,4.125,4.3846,4.5833,9.09,"The labs and projects really help me grasp the content
The lecturer is very patient and understanding More Labs",labs projects really help grasp content lecturer patient understanding labs,2,0.7825160346496616,Practical Labs & Hands-on Learning
06-11-25 8:37,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",35,Female,Group A,5,5,5,5,5,3,4,5,5,5,5,4,3,5,4,5,3,4,3,3,4,4,4,4,4,4,4,3,2,3,4,2,4,5,5,4,4,5,5,5,5,5,5,5,,,"1. I liked the supplementary videos in between the lecture slides that assisted me gain better understanding of the concepts.
2. The additional notes in the lecture slides helped explain the concepts better.
3. The slides were comprehensive.",Cats to be uniform across all groups,4.7273,positive,3.875,3.4615,4.75,4.55,"1. I liked the supplementary videos in between the lecture slides that assisted me gain better understanding of the concepts.
2. The additional notes in the lecture slides helped explain the concepts better.
3. The slides were comprehensive. Cats to be uniform across all groups",liked supplementary videos lecture slides assisted gain better understanding concepts additional notes lecture slides helped explain concepts better slides comprehensive cats uniform across groups,0,0.9594613049348591,Course Content & Structure
06-11-25 8:38,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",36,Male,Group A,5,5,4,5,5,4,5,5,5,3,3,5,5,5,4,3,3,5,3,3,5,4,5,5,5,4,5,5,5,5,2,3,4,5,5,5,5,5,3,2,5,5,5,5,Data mining,,"1. The seamless flow between the different modules acted as building blocks for better understanding of the next module
2. The technical integration to every module learnt","If the school could provide hardware with better specs , for the unit is labour intensive on the machinery",4.4545,neutral,4.125,4.3077,4.5,9.09,"1. The seamless flow between the different modules acted as building blocks for better understanding of the next module
2. The technical integration to every module learnt If the school could provide hardware with better specs , for the unit is labour intensive on the machinery",seamless flow different modules acted building blocks better understanding next module technical integration every module learnt school could provide hardware better specs unit labour intensive machinery,2,0.9463209022633474,Practical Labs & Hands-on Learning
06-11-25 8:39,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",38,Male,Group A,4,5,5,5,5,4,4,5,5,4,4,4,5,3,4,4,5,2,1,3,5,4,4,4,4,5,2,3,1,2,1,1,5,5,5,3,3,2,3,3,4,5,5,5,Not sure,,"How applicable it is in real life
Learning new things","Before getting into BI, maybe a short course on frontend and backend since BI is very technical",4.5455,neutral,3.5,3.0,4.0,18.18,"How applicable it is in real life
Learning new things Before getting into BI, maybe a short course on frontend and backend since BI is very technical",applicable real life learning new things getting bi maybe short course frontend backend since bi technical,4,0.9325096853260664,Assessments & Feedback
06-11-25 10:21,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",39,Male,Group C,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,5,3,3,5,5,4,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,"The history of Development apps for example like DataGrip. Why they originate and maintained from Europe - eg a Czech company. Education on Data theft and privacy issues, and The impacts on EU and US data policies.",,"Hands on coding practice, Writing module reflections, Watching Assignments, Comprehensive Assessment.","Giving more and more assignments, Inviting an Industry professional from a well known company whose shares are traded on the Nairobi Securities Exchange (NSE) in Kenya to give a talk.",5.0,positive,4.625,4.3846,5.0,39.13,"Hands on coding practice, Writing module reflections, Watching Assignments, Comprehensive Assessment. Giving more and more assignments, Inviting an Industry professional from a well known company whose shares are traded on the Nairobi Securities Exchange (NSE) in Kenya to give a talk.",hands coding practice writing module reflections watching assignments comprehensive assessment giving assignments inviting industry professional well known company whose shares traded nairobi securities exchange nse kenya give talk,2,0.9373473747488212,Practical Labs & Hands-on Learning
06-11-25 11:22,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",40,Female,Group C,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,5,4,4,4,3,3,3,5,5,5,4,5,4,4,4,5,5,5,5,5,5,4,3,5,5,5,5,I have no opinion/topic suggestion.,I have no opinion/topic suggestion.,"The lecturer is nice and well-organized, he explains concepts well and is open to student opinions.
In Business Intelligence II, I appreciated how the concept of quizzes, group work labs where everyone has to commit something and the reflective journals really enable one to think deeply about what you have learnt thus content retention.",Early preparation that the labs in this unit require applications that are storage consuming.,5.0,positive,4.375,4.0769,4.75,8.7,"The lecturer is nice and well-organized, he explains concepts well and is open to student opinions.
In Business Intelligence II, I appreciated how the concept of quizzes, group work labs where everyone has to commit something and the reflective journals really enable one to think deeply about what you have learnt thus content retention. Early preparation that the labs in this unit require applications that are storage consuming.",lecturer nice well organized explains concepts well open student opinions business intelligence ii appreciated concept quizzes group work labs everyone commit something reflective journals really enable one think deeply learnt thus content retention early preparation labs unit require applications storage consuming,2,0.692891441952354,Practical Labs & Hands-on Learning
06-11-25 11:55,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",41,Male,Group C,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None at the moment,none at the moment,The labs and the quizzes.,More lab group work.,5.0,positive,5.0,5.0,5.0,8.7,The labs and the quizzes. More lab group work.,labs quizzes lab group work,2,0.8646107397518715,Practical Labs & Hands-on Learning
06-11-25 11:55,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",42,Female,Group C,4,5,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,4,5,4,5,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,-,-,Group works and quizzes,-,4.2727,neutral,4.875,4.3077,5.0,26.09,Group works and quizzes -,group works quizzes,3,0.4486897276957625,Learning Resources & Materials
06-11-25 11:56,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",43,Female,Group C,4,5,3,3,4,3,4,4,5,5,5,3,3,3,3,3,4,3,5,4,5,2,1,3,4,2,4,2,5,5,2,5,3,4,4,4,4,4,5,1,4,4,4,4,,,"It was thorough, and the course is interesting","Less slides, 800 slides for one unit(BI 1) is overwhelming",4.0909,neutral,3.375,3.3846,3.75,13.04,"It was thorough, and the course is interesting Less slides, 800 slides for one unit(BI 1) is overwhelming",thorough course interesting less slides slides one unit bi overwhelming,2,0.8822525916292265,Practical Labs & Hands-on Learning
06-11-25 11:56,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",44,Male,Group C,5,5,5,5,5,4,4,4,4,3,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,4,4,3,3,4,4,,,group and evaluation methords of teaching,The notes are abit too many,4.2727,neutral,4.125,4.0,4.25,39.39,group and evaluation methords of teaching The notes are abit too many,group evaluation methords teaching notes abit many,3,0.7983309474883937,Learning Resources & Materials
06-11-25 11:57,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",45,Male,Group C,5,5,5,5,5,5,5,5,5,5,5,5,3,5,2,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,"In my opinion, the Business Intelligence I and II curriculum could be enhanced by including more practical and emerging topics that reflect current trends in data-driven decision-making. For example:

Data Visualization and Storytelling Tools – Hands-on training with tools like Power BI, Tableau, or Looker to help students communicate insights effectively.

Big Data Analytics – Understanding how to process and analyze large-scale datasets using modern platforms like Hadoop or Spark.

Machine Learning for Business Insights – Introducing predictive analytics, classification models, and AI integration for real-world business forecasting.

Cloud-Based BI Solutions – Exposure to BI tools on AWS, Google Cloud, or Azure to understand how organizations are migrating analytics to the cloud.

Data Governance and Ethics – Discussing data privacy, compliance (e.g., GDPR), and responsible use of business data.","In my opinion, some of the basic theoretical or overly introductory topics could be reduced or removed from the Business Intelligence I and II curriculum to make room for more practical, hands-on learning. For example, the extended coverage of traditional database concepts (like basic SQL operations or data warehousing theory) could be shortened, since these are usually covered in earlier courses.","1.I liked how the course combined both theoretical and practical aspects of Business Intelligence, allowing me to understand concepts and then apply them in real-world scenarios.

2.The lecturer’s clarity and engagement made complex topics easier to grasp, and the use of practical exercises and class discussions helped reinforce understanding.",1.I recommend including more hands-on projects and case studies using real datasets and BI tools. This would help students better understand how Business Intelligence is applied in real business environments and strengthen their practical skills.,5.0,positive,4.125,4.7692,5.0,8.7,"1.I liked how the course combined both theoretical and practical aspects of Business Intelligence, allowing me to understand concepts and then apply them in real-world scenarios.

2.The lecturer’s clarity and engagement made complex topics easier to grasp, and the use of practical exercises and class discussions helped reinforce understanding. 1.I recommend including more hands-on projects and case studies using real datasets and BI tools. This would help students better understand how Business Intelligence is applied in real business environments and strengthen their practical skills.",liked course combined theoretical practical aspects business intelligence allowing understand concepts apply real world scenarios lecturer clarity engagement made complex topics easier grasp use practical exercises class discussions helped reinforce understanding recommend including hands projects case studies using real datasets bi tools would help students better understand business intelligence applied real business environments strengthen practical skills,0,0.9831048841821952,Course Content & Structure
06-11-25 11:58,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",46,Female,Group C,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,4,5,4,3,3,4,5,5,4,3,3,3,3,5,5,5,4,4,5,4,5,5,5,5,4,5,,,#NAME?,None at the moment. Everything is okay so far.,5.0,positive,4.375,3.8462,4.6667,13.04,#NAME? None at the moment. Everything is okay so far.,name none moment everything okay far,2,0.7963709738601739,Practical Labs & Hands-on Learning
06-11-25 11:58,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",47,Male,Group C,4,5,4,4,5,3,3,3,3,4,3,4,3,4,4,3,3,3,4,4,4,4,4,3,4,3,3,3,2,4,2,3,3,3,4,4,4,4,4,3,4,5,4,3,BI and Emerging technologies such as AI and blockchain,,"The consistency was good from the lecturer which was engaging, the labs and groups work was useful",To be taken to career industry and career talks,3.7273,negative,3.5,3.3077,3.75,8.7,"The consistency was good from the lecturer which was engaging, the labs and groups work was useful To be taken to career industry and career talks",consistency good lecturer engaging labs groups work useful taken career industry career talks,3,0.7196538071820962,Learning Resources & Materials
06-11-25 11:59,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",48,Female,Group C,5,5,5,5,5,4,5,5,5,3,5,5,5,5,5,5,5,5,2,5,5,4,4,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,I think it's okay as it is,All topics have been helpful,"I like the structure and how each module kind of builds on the previous. I enjoy the different learning methods i.e labs, quizzes and group work",A known certification associated with the unit would be nice,4.7273,positive,4.625,4.6923,5.0,17.39,"I like the structure and how each module kind of builds on the previous. I enjoy the different learning methods i.e labs, quizzes and group work A known certification associated with the unit would be nice",like structure module kind builds previous enjoy different learning methods e labs quizzes group work known certification associated unit would nice,2,0.9423442331423764,Practical Labs & Hands-on Learning
06-11-25 11:59,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",49,Female,Group C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,"Good explanations of points 
Clear points",Less slides on notes,4.0,neutral,4.0,5.0,5.0,26.09,"Good explanations of points 
Clear points Less slides on notes",good explanations points clear points less slides notes,3,0.898810651601344,Learning Resources & Materials
06-11-25 12:00,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",50,Male,Group C,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,3,5,5,5,4,5,4,5,5,5,5,5,5,5,5,4,4,5,5,4,5,5,The content is more than enough unless for further studies,they are all useful,the interaction with Git was really nice and learning about tools,maybe shortening of slides,5.0,positive,4.875,4.6923,4.75,13.04,the interaction with Git was really nice and learning about tools maybe shortening of slides,interaction git really nice learning tools maybe shortening slides,2,0.8976125563246979,Practical Labs & Hands-on Learning
06-11-25 12:00,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",51,Male,Group C,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,more on python,none,it was very interactive and very well taught,it is okay,3.9091,neutral,3.0,3.9231,4.0,4.35,it was very interactive and very well taught it is okay,interactive well taught okay,4,0.5481824544286037,Assessments & Feedback
06-11-25 12:02,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",52,Male,Group C,1,5,3,2,3,2,1,1,2,3,3,4,4,4,4,4,1,4,1,3,3,4,4,1,4,4,4,1,1,1,1,1,5,5,5,2,2,2,1,4,1,1,2,2,None. The content is already a lot,,quizes and practical assignments,The knowledge provided in this Unit is unbelievably excess,2.3636,negative,3.25,2.4615,2.6667,33.33,quizes and practical assignments The knowledge provided in this Unit is unbelievably excess,quizes practical assignments knowledge provided unit unbelievably excess,2,0.883687231176163,Practical Labs & Hands-on Learning
06-11-25 12:02,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",53,Male,Group C,5,5,5,5,5,4,5,4,4,1,5,4,3,4,4,4,3,4,3,5,5,2,1,4,5,5,4,2,2,3,3,2,5,4,5,5,5,5,5,3,4,4,4,5,The content satisfactory,,"Getting hands on with the labs
Getting to create and use the models",Less bulky content,4.3636,neutral,3.625,3.3077,4.5,8.7,"Getting hands on with the labs
Getting to create and use the models Less bulky content",getting hands labs getting create use models less bulky content,2,0.711751037320161,Practical Labs & Hands-on Learning
06-11-25 12:02,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",54,Male,Group C,3,5,5,4,5,5,5,5,5,4,2,4,5,4,5,5,5,3,5,5,5,2,2,5,5,5,3,1,5,4,4,4,5,4,5,4,5,5,5,3,5,4,4,3,introduction to Kubernetes,,labs and the different levels and bonus marks,break the units into smaller chuncks so that the slides are not so long .,4.3636,neutral,4.5,3.8462,4.3333,13.04,labs and the different levels and bonus marks break the units into smaller chuncks so that the slides are not so long .,labs different levels bonus marks break units smaller chuncks slides not long,2,0.899087359945157,Practical Labs & Hands-on Learning
06-11-25 12:04,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",55,Male,Group C,4,5,5,5,5,3,4,5,4,2,5,3,3,3,3,4,3,5,3,4,5,2,2,4,5,2,2,3,2,2,2,4,5,5,5,5,5,4,3,2,5,3,2,2,,,"the labs had notebooks where we could learn from, Real life applications",The slides are too bulky making it discouraging to read,4.2727,neutral,3.375,3.0,3.8333,21.74,"the labs had notebooks where we could learn from, Real life applications The slides are too bulky making it discouraging to read",labs notebooks could learn real life applications slides bulky making discouraging read,0,0.6163398980172015,Course Content & Structure
06-11-25 12:04,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",56,Male,Group C,3,3,3,3,4,2,3,2,3,3,3,4,4,3,4,4,2,4,3,3,5,4,5,5,4,5,4,4,4,4,5,4,4,5,4,4,3,4,4,4,5,4,4,5,,,"Timeliness, group work",Less difficult cats,2.9091,negative,3.5,4.3077,4.1667,13.04,"Timeliness, group work Less difficult cats",timeliness group work less difficult cats,4,0.8376367465226868,Assessments & Feedback
06-11-25 12:04,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",57,Male,Group C,5,5,5,5,5,5,5,5,5,5,5,4,3,5,4,3,5,5,5,5,5,5,4,4,5,4,5,4,5,4,5,4,4,5,5,5,5,5,4,4,5,5,4,4,Learning more on postman,,"How to predict stocks
Visualization of data",Using r studio,5.0,positive,4.25,4.5385,4.5833,17.39,"How to predict stocks
Visualization of data Using r studio",predict stocks visualization data using r studio,4,0.7979917469831382,Assessments & Feedback
06-11-25 12:05,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",58,Female,Group C,3,5,4,5,5,3,4,5,4,4,4,4,4,3,3,4,2,3,1,2,4,3,3,4,5,1,3,1,1,1,1,3,4,3,5,4,4,5,2,1,4,4,3,4,"None, everything is okay",Natural Language Processing,"The lab instructions
The group works
The practical examples used.
The journals",To reduce the content a bit,4.1818,neutral,3.0,2.4615,3.5833,4.35,"The lab instructions
The group works
The practical examples used.
The journals To reduce the content a bit",lab instructions group works practical examples used journals reduce content bit,2,0.6552013791422142,Practical Labs & Hands-on Learning
06-11-25 12:05,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",59,Male,Group C,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,3,4,3,4,4,3,3,4,5,3,5,3,5,3,3,4,5,5,5,5,5,4,5,4,5,5,5,5,More depth into Power BI,,"Quizzes at the end of each module.
Labs for each module.",Some form of certification after completing the course.,5.0,positive,4.0,3.7692,4.8333,8.7,"Quizzes at the end of each module.
Labs for each module. Some form of certification after completing the course.",quizzes end module labs module form certification completing course,2,0.9092605483480888,Practical Labs & Hands-on Learning
06-11-25 12:05,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",60,Male,Group C,5,5,5,5,5,4,5,5,5,5,5,4,4,5,4,5,3,5,5,4,4,4,4,4,5,3,3,5,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,None in my opinion,All are perfectly developed in the curriculum,Participative class and involving labs,Shorter documents as slides,4.9091,positive,4.375,3.9231,5.0,17.39,Participative class and involving labs Shorter documents as slides,participative class involving labs shorter documents slides,2,0.8849572016540334,Practical Labs & Hands-on Learning
06-11-25 12:06,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",61,Female,Group C,4,5,5,5,5,4,5,5,5,5,5,4,3,4,3,3,3,3,3,4,4,4,4,3,4,3,4,4,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,,,"1. Practical Application of Concepts: I liked that the course didn’t just focus on theory but also emphasized hands-on learning. Using real-world datasets and BI tools allowed me to see how concepts like data visualization, dashboards, and reporting apply directly to business decision-making.
2.Interactive Learning Environment: I appreciated how the teaching encouraged interaction through discussions, case studies, and group projects. This approach helped me understand complex topics like data analytics, predictive modeling, and KPIs more effectively because I could learn from both the lecturer and my peers.",,4.8182,positive,3.25,3.6154,5.0,13.04,"1. Practical Application of Concepts: I liked that the course didn’t just focus on theory but also emphasized hands-on learning. Using real-world datasets and BI tools allowed me to see how concepts like data visualization, dashboards, and reporting apply directly to business decision-making.
2.Interactive Learning Environment: I appreciated how the teaching encouraged interaction through discussions, case studies, and group projects. This approach helped me understand complex topics like data analytics, predictive modeling, and KPIs more effectively because I could learn from both the lecturer and my peers. ",practical application concepts liked course focus theory also emphasized hands learning using real world datasets bi tools allowed see concepts like data visualization dashboards reporting apply directly business decision making interactive learning environment appreciated teaching encouraged interaction discussions case studies group projects approach helped understand complex topics like data analytics predictive modeling kpis effectively could learn lecturer peers,0,0.5728802634001068,Course Content & Structure
06-11-25 12:06,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",62,Female,Group C,5,5,5,5,5,2,5,4,4,5,5,3,4,5,4,5,3,5,4,3,3,3,3,3,4,4,5,2,2,4,3,3,5,5,5,4,4,5,5,5,5,5,5,5,It's okay,,"The group works
The content",Please the notes are alot and if it's a sitin cat if alot is covered kindly consider open book cats.,4.5455,neutral,4.125,3.2308,4.8333,4.35,"The group works
The content Please the notes are alot and if it's a sitin cat if alot is covered kindly consider open book cats.",group works content please notes alot 's sitin cat alot covered kindly consider open book cats,4,0.9081396352387756,Assessments & Feedback
06-11-25 12:06,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",63,Male,Group C,4,5,5,5,5,3,5,5,5,5,5,4,4,4,4,4,4,3,2,4,5,3,3,4,5,3,3,3,3,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,The ones that are there are already enough,,It is very practical. Every topic had a lab.,There is so much content in this unit as a whole and the theory becomes hard to grasp,4.7273,positive,3.625,3.6154,5.0,25.0,It is very practical. Every topic had a lab. There is so much content in this unit as a whole and the theory becomes hard to grasp,practical every topic lab much content unit whole theory becomes hard grasp,2,0.9098616471482,Practical Labs & Hands-on Learning
